UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,191410892,5/21/19,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84286,-84.37291
LARCENY-FROM VEHICLE,191410915,5/21/19,12 HONOUR AVE NW,206,South Tuxedo Park,B,33.85173,-84.38356
LARCENY-FROM VEHICLE,191410955,5/21/19,1580 JOHNSON RD NW,110,Rockdale,G,33.78576,-84.44322
LARCENY-FROM VEHICLE,191410967,5/21/19,1467 EASON ST NW,105,Hunter Hills,K,33.75757,-84.43603
LARCENY-FROM VEHICLE,191410970,5/21/19,3160 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68593,-84.49685
LARCENY-FROM VEHICLE,191410978,5/21/19,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239
LARCENY-FROM VEHICLE,191412119,5/21/19,539 ELMWOOD DR NE,601,Virginia Highland,F,33.78537,-84.3698
LARCENY-FROM VEHICLE,191411495,5/21/19,215 NORTH AVE NE,603,Old Fourth Ward,M,33.77117,-84.38025
LARCENY-FROM VEHICLE,191411804,5/21/19,303 PARKWAY DR NE ,604,Old Fourth Ward,M,33.76286,-84.37405
LARCENY-FROM VEHICLE,191411819,5/21/19,2261 FAIRBURN RD SW,412,Kings Forest,P,33.69284,-84.51142
LARCENY-FROM VEHICLE,191411867,5/21/19,333 NELSON ST SW,507,Castleberry Hill,M,33.75156,-84.39889
LARCENY-FROM VEHICLE,191411894,5/21/19,1303 REDFORD DR SE,308,Rebel Valley Forest,Z,33.68726,-84.35441
LARCENY-FROM VEHICLE,191411110,5/21/19,1350 COLLIER RD NW,204,Underwood Hills,D,33.81076,-84.43195
LARCENY-FROM VEHICLE,191410582,5/21/19,820 MITCHELL ST SW ,101,Atlanta University Center,T,33.75335,-84.41485
LARCENY-NON VEHICLE,191410714,5/21/19,1037 COLQUITT AVE NE,602,Inman Park,N,33.7664,-84.35285
LARCENY-FROM VEHICLE,191411291,5/21/19,204 MOURY AVE SW,305,The Villages at Carver,Y,33.71678,-84.39291
LARCENY-FROM VEHICLE,191412233,5/21/19,1454 WESTMONT RD SW,403,Venetian Hills,S,33.71555,-84.4374
LARCENY-FROM VEHICLE,191411417,5/21/19,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626
LARCENY-NON VEHICLE,191410922,5/21/19,3315 ROSWELL RD NE @BUCKHEAD PLAZA APTS,208,Buckhead Forest,B,33.84597,-84.38053
AUTO THEFT,191410260,5/21/19,2479 ABNER TER NW,110,Carver Hills,G,33.80063,-84.46635
AUTO THEFT,191412354,5/21/19,1400 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77125,-84.43359
AUTO THEFT,191411952,5/21/19,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341
AUTO THEFT,191411177,5/21/19,823 DILL AVE SW,301,Capitol View,X,33.71861,-84.4151
AUTO THEFT,191411003,5/21/19,1890 MADRONA ST NW,107,Grove Park,J,33.77084,-84.44878
LARCENY-NON VEHICLE,191412371,5/21/19,2315 DONALD LEE HOLLOWELL PKWY NW @Z1,109,Center Hill,J,33.77725,-84.46072
LARCENY-NON VEHICLE,191412212,5/21/19,808 MCDONOUGH BLVD SE,607,Benteen Park,W,33.70977,-84.36008
LARCENY-NON VEHICLE,191412105,5/21/19,2405 FAIRBURN RD SW,413,,P,33.6889,-84.51291
LARCENY-NON VEHICLE,191411690,5/21/19,675 METROPOLITAN PKWY,301,Adair Park,V,33.73653,-84.41018
LARCENY-NON VEHICLE,191410815,5/21/19,1346 ALMONT DRIVE SW,403,Oakland City,S,33.72572,-84.43192
LARCENY-NON VEHICLE,191411355,5/21/19,149 ELEANOR ST SE,610,Kirkwood,O,33.74893,-84.32446
LARCENY-NON VEHICLE,191411180,5/21/19,715 JEWEL CT SW,412,Midwest Cascade,Q,33.72595,-84.5495
LARCENY-NON VEHICLE,191402014,5/20/19,805 PEGG RD SW,309,Perkerson,X,33.68948,-84.41535
LARCENY-NON VEHICLE,191400395,5/20/19,2991 TRIBBLE LN NW,111,,I,33.75954,-84.48474
LARCENY-NON VEHICLE,191401585,5/20/19,48 13TH ST NE,503,Midtown,E,33.78572,-84.38577
LARCENY-NON VEHICLE,191400292,5/20/19,808 MCDONOUGH BLVD SE,607,Benteen Park,W,33.70977,-84.36008
LARCENY-NON VEHICLE,191401691,5/20/19,1695 PRYOR RD SW,307,Betmar LaVilla,Y,33.70894,-84.39374
LARCENY-NON VEHICLE,191400242,5/20/19,2788 FORREST HILLS DR SW @TRAVEL LODGE INN,311,Hammond Park,X,33.67892,-84.39898
LARCENY-NON VEHICLE,191401565,5/20/19,1863 PENELOPE RD NW,108,Penelope Neighbors,J,33.75408,-84.44813
LARCENY-NON VEHICLE,191400907,5/20/19,411 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74253,-84.34852
LARCENY-NON VEHICLE,191400653,5/20/19,2201 GLENWOOD AVE SE,611,East Lake,O,33.73954,-84.31491
LARCENY-NON VEHICLE,191400587,5/20/19,4465 CAMPBELLTON RD SW,412,,P,33.69704,-84.53462
AUTO THEFT,191401709,5/20/19,60 JOHN WESLEY DOBBS AVE NE,510,Downtown,M,33.75757,-84.3867
AUTO THEFT,191401493,5/20/19,385 N ANGIER AVE NE,603,Old Fourth Ward,M,33.76943,-84.36375
AUTO THEFT,191401394,5/20/19,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8227,-84.37056
AUTO THEFT,191401378,5/20/19,I-75-85 NB EXPY SW / UNIVERSITY AVE SW,302,Pittsburgh,V,33.72212,-84.3946
AUTO THEFT,191401237,5/20/19,3157 DALEVIEW WAY SW,414,Princeton Lakes,P,33.66951,-84.51217
AUTO THEFT,191401184,5/20/19,893 COMMONWEALTH AVE SE,605,Grant Park,W,33.73076,-84.36188
AUTO THEFT,191400775,5/20/19,806 MURPHY AVE SW,301,Adair Park,V,33.73318,-84.41258
AUTO THEFT,191400399,5/20/19,110 MARIETTA ST NW,511,Downtown,M,33.75674,-84.39257
AUTO THEFT,191400205,5/20/19,2456 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75166,-84.46789
AUTO THEFT,191400499,5/20/19,497 OAK DR SE,312,Orchard Knob,Z,33.667,-84.37738
AUTO THEFT,191401629,5/20/19,1274 LOCKWOOD DR SW,403,Venetian Hills,S,33.72043,-84.43845
AUTO THEFT,191401495,5/20/19,715 PEACHTREE ST NE,505,Midtown,E,33.774,-84.38412
AUTO THEFT,191400634,5/20/19,1568 PINEVIEW TER SW,403,Cascade Avenue/Road,S,33.72903,-84.43926
LARCENY-FROM VEHICLE,191400688,5/20/19,1805 JONESBORO RD SE,307,Lakewood Heights,Y,33.70471,-84.37885
LARCENY-FROM VEHICLE,191401979,5/20/19,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067
LARCENY-NON VEHICLE,191401393,5/20/19,1020 PIEDMONT AVE NE,503,Midtown,E,33.78251,-84.38034
LARCENY-FROM VEHICLE,191400865,5/20/19,360 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70611,-84.357
LARCENY-FROM VEHICLE,191400640,5/20/19,181 POWELL ST SE,606,Cabbagetown,N,33.74963,-84.36587
LARCENY-FROM VEHICLE,191400387,5/20/19,840 UNITED AVE SE,605,Grant Park,W,33.72994,-84.36425
LARCENY-FROM VEHICLE,191402291,5/20/19,2303 PEACHTREE RD NE,211,Peachtree Hills,B,33.81769,-84.38901
LARCENY-FROM VEHICLE,191402181,5/20/19,123 MARIETTA ST NW,508,Downtown,M,33.75767,-84.39266
LARCENY-FROM VEHICLE,191402232,5/20/19,17 ANDREW YOUNG INTERNA BLVD NE,510,Downtown,M,33.75947,-84.38693
LARCENY-FROM VEHICLE,191402244,5/20/19,239 PONCE DE LEON AVE NE @WHITE DOT,505,Midtown,E,33.7725,-84.37952
LARCENY-FROM VEHICLE,191402247,5/20/19,1960 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.81092,-84.3591
LARCENY-FROM VEHICLE,191402248,5/20/19,100 BAGLEY ST NE ,206,Garden Hills,B,33.83629,-84.37391
LARCENY-FROM VEHICLE,191402256,5/20/19,2915 PEACHTREE RD,206,Garden Hills,B,33.83465,-84.38212
LARCENY-FROM VEHICLE,191401637,5/20/19,133 PEACHTREE ST,510,Downtown,M,33.75843,-84.38761
LARCENY-FROM VEHICLE,191400003,5/20/19,100 10TH ST NW,503,Midtown,E,33.78095,-84.39033
LARCENY-FROM VEHICLE,191400017,5/20/19,560 GRESHAM AVE SE,612,East Atlanta,W,33.73942,-84.34564
LARCENY-FROM VEHICLE,191402253,5/20/19,4475 ROSWELL RD NE,209,North Buckhead,B,33.87728,-84.37949
LARCENY-FROM VEHICLE,191401010,5/20/19,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722
LARCENY-FROM VEHICLE,191400417,5/20/19,540 PHARR RD NE,206,Buckhead Village,B,33.83707,-84.37018
LARCENY-FROM VEHICLE,191400452,5/20/19,2764 PAUL AVE NW,103,Riverside,D,33.81505,-84.46732
LARCENY-FROM VEHICLE,191400460,5/20/19,1104 MORELAND AVE SE,607,East Atlanta,W,33.7246,-84.34932
LARCENY-FROM VEHICLE,191400567,5/20/19,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597
LARCENY-FROM VEHICLE,191400600,5/20/19,581 METROPOLITAN PKWY SW,303,Adair Park,V,33.73883,-84.40856
LARCENY-FROM VEHICLE,191400668,5/20/19,42 STAFFORD ST NW,105,Hunter Hills,K,33.75614,-84.42611
LARCENY-FROM VEHICLE,191401806,5/20/19,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563
LARCENY-FROM VEHICLE,191400855,5/20/19,2351 ADAMS DR NW,103,Bolton,D,33.82005,-84.45433
LARCENY-FROM VEHICLE,191400298,5/20/19,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541
LARCENY-FROM VEHICLE,191401069,5/20/19,3850 STONE RD SW,413,,P,33.68437,-84.51105
LARCENY-FROM VEHICLE,191401108,5/20/19,1301 SUMMIT NORTH DR NE,211,Lindbergh/Morosgo,B,33.82779,-84.36137
LARCENY-FROM VEHICLE,191401430,5/20/19,655 MEAD ST SE,605,Grant Park,W,33.72747,-84.366
LARCENY-FROM VEHICLE,191401455,5/20/19,809 BECKWITH ST SW,101,Atlanta University Center,T,33.75223,-84.41405
LARCENY-FROM VEHICLE,191401596,5/20/19,2043 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81123,-84.35601
LARCENY-FROM VEHICLE,191400718,5/20/19,552 DECATUR ST SE,604,Old Fourth Ward,M,33.75228,-84.36945
LARCENY-NON VEHICLE,191400676,5/20/19,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742
LARCENY-NON VEHICLE,191401174,5/20/19,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
LARCENY-NON VEHICLE,191402087,5/20/19,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075
LARCENY-NON VEHICLE,191400922,5/20/19,101 BUCKHEAD AVE NE,206,Buckhead Village,B,33.83797,-84.38072
LARCENY-NON VEHICLE,191401535,5/20/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191401788,5/20/19,595 PIEDMONT AVE AVE,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,191401181,5/20/19,2539 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328
BURGLARY,191400495,5/20/19,3734 MARTIN L KING JR DR SW,407,Adamsville,H,33.76494,-84.51081
BURGLARY,191400672,5/20/19,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023
BURGLARY,191402209,5/20/19,717 KENNOLIA DR SW,404,Westwood Terrace,I,33.73541,-84.44956
BURGLARY,191401244,5/20/19,762 CENTER HILL AVE NW,109,Center Hill,J,33.77585,-84.46455
BURGLARY,191400290,5/20/19,404 W ONTARIO AVE SW,404,Westview,T,33.74424,-84.43942
AGG ASSAULT,191401727,5/20/19,362 HILLSIDE DR SW,301,Capitol View Manor,X,33.71618,-84.39947
AGG ASSAULT,191401159,5/20/19,798 MARTIN STREET SE,304,Summerhill,V,33.73279,-84.38416
BURGLARY,191401264,5/20/19,436 W LAKE AVE NW,107,Grove Park,J,33.7674,-84.44119
BURGLARY,191400361,5/20/19,1282 RICHLAND RD SW,402,Oakland City,S,33.73056,-84.42942
BURGLARY,191400822,5/20/19,1368 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71707,-84.38137
AGG ASSAULT,191400985,5/20/19,803 PRYOR ST SW,303,Mechanicsville,V,33.73283,-84.39402
BURGLARY,191401510,5/20/19,1911 BAKER RD NW,107,Grove Park,J,33.77131,-84.44952
BURGLARY,191401375,5/20/19,2673 DODSON TER SW,410,Campbellton Road,R,33.69879,-84.47612
BURGLARY,191401387,5/20/19,1311 MEMORIAL DR SE,609,Edgewood,O,33.74737,-84.34468
AGG ASSAULT,191400760,5/20/19,301 PINE ST NW,504,Downtown,M,33.76793,-84.39587
AGG ASSAULT,191402240,5/20/19,894 PRYOR ST,303,Mechanicsville,V,33.73087,-84.39283
AGG ASSAULT,191401958,5/20/19,975 SIMS ST SW,302,Pittsburgh,V,33.72842,-84.40341
AGG ASSAULT,191402210,5/20/19,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71412,-84.39753
AGG ASSAULT,191401743,5/20/19,50 MOUNT ZION RD SW @BRANDYWINE TOWNHOUS,312,Glenrose Heights,Z,33.67086,-84.38939
AGG ASSAULT,191400188,5/20/19,2909 3RD AVE SW,311,Hammond Park,X,33.67626,-84.4057
ROBBERY,191401283,5/20/19,3135 ARGONNE DR NW,205,Argonne Forest,C,33.84059,-84.40674
ROBBERY,191392186,5/19/19,300 WILSON MILL RD,407,Fairburn Road/Wisteria Lane,H,33.75314,-84.51261
ROBBERY,191390637,5/19/19,46 ORMOND ST SE ,304,Summerhill,V,33.73177,-84.38604
ROBBERY,191391021,5/19/19,176 WESTLAKE AVE NW,105,West Lake,J,33.75926,-84.44407
ROBBERY,191390500,5/19/19,870 FULTON BRG SE,308,Thomasville Heights,Z,33.70626,-84.36151
AGG ASSAULT,191390197,5/19/19,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256
AGG ASSAULT,191390397,5/19/19,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.7451,-84.50858
AGG ASSAULT,191390622,5/19/19,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415
ROBBERY,191391248,5/19/19,65 ALABAMA ST SW @UNDERGROUND ATLANTA,511,Downtown,M,33.75258,-84.38992
AGG ASSAULT,191391974,5/19/19,1888 HOLLYWOOD RD NW,103,Riverside,D,33.80734,-84.47293
AGG ASSAULT,191390462,5/19/19,I-20 EB EXPY SW / JOSEPH E LOWERY BLVD SW,401,West End,T,33.74144,-84.41766
AGG ASSAULT,191392148,5/19/19,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82149,-84.35161
AGG ASSAULT,191390729,5/19/19,1181 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42637
AGG ASSAULT,191391699,5/19/19,239 PONCE DE LEON AVE NE @WHITE DOT,505,Midtown,E,33.7725,-84.37952
AGG ASSAULT,191391882,5/19/19,3770 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65759,-84.51129
BURGLARY,191391312,5/19/19,540 NORTHSIDE DR NW,506,English Avenue,L,33.76927,-84.40507
BURGLARY,191390517,5/19/19,578 WHITEHALL ST SW,303,Mechanicsville,V,33.7422,-84.40665
LARCENY-NON VEHICLE,191391828,5/19/19,507 JOSEPH E LOWERY BLVD NW,506,English Avenue,L,33.76858,-84.4171
LARCENY-NON VEHICLE,191391416,5/19/19,375 18TH ST NW @TARGET ,501,Atlantic Station,E,33.79303,-84.39921
LARCENY-FROM VEHICLE,191391844,5/19/19,1010 WHITE ST SW ,401,West End,T,33.73212,-84.42062
LARCENY-FROM VEHICLE,191390555,5/19/19,1981 SAND DUNE CT SW,412,Sandlewood Estates,P,33.70177,-84.54114
LARCENY-FROM VEHICLE,191390710,5/19/19,1960 BOLTON RD NW,103,Whittier Mill Village,D,33.80982,-84.47898
LARCENY-FROM VEHICLE,191390727,5/19/19,107 PEARL ST SE,606,Cabbagetown,N,33.75169,-84.36239
LARCENY-FROM VEHICLE,191390819,5/19/19,570 SPRING ST NW,509,Downtown,M,33.77002,-84.38887
LARCENY-FROM VEHICLE,191391439,5/19/19,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876
LARCENY-FROM VEHICLE,191391011,5/19/19,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.80881,-84.3951
LARCENY-FROM VEHICLE,191391341,5/19/19,504 CULBERSON ST SW,401,West End,T,33.74124,-84.42214
LARCENY-FROM VEHICLE,191391061,5/19/19,121 MARIETTA ST NW,508,Downtown,M,33.75699,-84.39267
LARCENY-FROM VEHICLE,191391141,5/19/19,704 ORMEWOOD AVE SE,605,Grant Park,W,33.73376,-84.36428
LARCENY-FROM VEHICLE,191391175,5/19/19,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218
LARCENY-FROM VEHICLE,191391302,5/19/19,1065 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295
LARCENY-FROM VEHICLE,191391328,5/19/19,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714
LARCENY-FROM VEHICLE,191391945,5/19/19,960 CHARLES ALLEN DR NE,503,Midtown,E,33.78081,-84.373
LARCENY-FROM VEHICLE,191392045,5/19/19,737 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83188,-84.36198
LARCENY-FROM VEHICLE,191392124,5/19/19,915 W PEACHTREE ST NE,503,Midtown,E,33.77954,-84.38569
LARCENY-FROM VEHICLE,191392002,5/19/19,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
LARCENY-FROM VEHICLE,191391456,5/19/19,350 MARIETTA ST NW,507,Downtown,M,33.76268,-84.39715
LARCENY-FROM VEHICLE,191391480,5/19/19,620 PARK AVE SE,605,Grant Park,W,33.73745,-84.36954
LARCENY-FROM VEHICLE,191391756,5/19/19,318 16TH ST NW,501,Home Park,E,33.7899,-84.39749
LARCENY-FROM VEHICLE,191391793,5/19/19,2 DANIEL ST SE,604,Old Fourth Ward,M,33.7541,-84.37111
LARCENY-FROM VEHICLE,191390918,5/19/19,106 BAKER ST NE,509,Downtown,M,33.76246,-84.38386
LARCENY-FROM VEHICLE,191390525,5/19/19,759 POLLARD BLVD SW @HOWARD JOHNSONS S,304,Summerhill,V,33.73405,-84.39127
LARCENY-FROM VEHICLE,191392078,5/19/19,684 JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,604,Old Fourth Ward,M,33.7598,-84.36443
LARCENY-FROM VEHICLE,191390449,5/19/19,830 W PEACHTREE ST NW,505,Midtown,E,33.77739,-84.38772
LARCENY-FROM VEHICLE,191392126,5/19/19,850 JUNIPER ST NE,505,Midtown,E,33.77801,-84.38352
LARCENY-FROM VEHICLE,191390082,5/19/19,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
LARCENY-FROM VEHICLE,191390171,5/19/19,322 TED TURNER DR NW,508,Downtown,M,33.76316,-84.38911
LARCENY-FROM VEHICLE,191390332,5/19/19,135 ANDREW YOUNG INTERNA BLVD NW,508,Downtown,M,33.76002,-84.39178
LARCENY-FROM VEHICLE,191390414,5/19/19,931 MONROE DR NE @BELTLINE BUSINESS,614,Midtown,E,33.77909,-84.36717
LARCENY-FROM VEHICLE,191382534,5/19/19,321 NELSON ST SW,507,Castleberry Hill,M,33.75171,-84.39836
LARCENY-FROM VEHICLE,191390014,5/19/19,549 AMSTERDAM AVE NE,601,Morningside/Lenox Park,F,33.78858,-84.36891
AUTO THEFT,191392099,5/19/19,432 BECKWITH ST SW,101,Atlanta University Center,T,33.75323,-84.40436
AUTO THEFT,191391436,5/19/19,2405 FAIRBURN RD SW @BEN HILL PARK,413,,P,33.6889,-84.51291
AUTO THEFT,191390433,5/19/19,231 DEGRESS AVE ` AVE,613,Inman Park,N,33.7605,-84.35235
AUTO THEFT,191390802,5/19/19,2080 BOLTON RD NW,103,Riverside,D,33.81247,-84.47289
AUTO THEFT,191391156,5/19/19,232 WHITWORTH DR SW,407,Baker Hills,H,33.76053,-84.51943
AUTO THEFT,191390431,5/19/19,145 NORTH AVE NE,505,Downtown,M,33.77128,-84.38189
AUTO THEFT,191390314,5/19/19,2754 VINEYARDS DR SE,312,Rosedale Heights,Z,33.67965,-84.36943
AUTO THEFT,191391048,5/19/19,1962 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80784,-84.41268
LARCENY-NON VEHICLE,191390769,5/19/19,928 FAIR ST SW @THESSALONIAN BAPTIS,104,Ashview Heights,T,33.74895,-84.4179
LARCENY-NON VEHICLE,191391027,5/19/19,345 ASHWOOD AVE SW,307,Betmar LaVilla,Y,33.70562,-84.39964
LARCENY-NON VEHICLE,191391621,5/19/19,1133 METROPOLITAN PKWY SW,301,Adair Park,V,33.72399,-84.40815
LARCENY-NON VEHICLE,191391034,5/19/19,1180 FAIR ST SW,104,Ashview Heights,T,33.74885,-84.42627
LARCENY-NON VEHICLE,191391333,5/19/19,80 JESSE HILL JR DR NE,510,Downtown,M,33.75657,-84.38034
LARCENY-NON VEHICLE,191390795,5/19/19,49 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186
LARCENY-NON VEHICLE,191391525,5/19/19,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77296,-84.36504
LARCENY-NON VEHICLE,191392108,5/19/19,1065 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38344
LARCENY-NON VEHICLE,191390665,5/19/19,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415
LARCENY-NON VEHICLE,191390736,5/19/19,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.7451,-84.50858
LARCENY-NON VEHICLE,191380164,5/18/19,984 CONLEY RD SE,313,South River Gardens,Z,33.65002,-84.35705
LARCENY-NON VEHICLE,191380966,5/18/19,188 14TH ST NE,502,Midtown,E,33.78657,-84.3812
LARCENY-NON VEHICLE,191381293,5/18/19,650 NORTH AVE NE,603,Old Fourth Ward,M,33.77121,-84.36478
LARCENY-NON VEHICLE,191381702,5/18/19,343 ARD PL NW,111,Adamsville,H,33.76481,-84.50184
LARCENY-NON VEHICLE,191381324,5/18/19,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
LARCENY-NON VEHICLE,191380712,5/18/19,369 SAWTELL AVE SE,307,Lakewood Heights,Y,33.7064,-84.37644
LARCENY-NON VEHICLE,191380602,5/18/19,140 CLIFTON ST SE,610,Kirkwood,O,33.74952,-84.33157
LARCENY-NON VEHICLE,191380140,5/18/19,2078 SUMLIN AVE NW,109,Grove Park,J,33.7797,-84.45577
AUTO THEFT,191382233,5/18/19,1000 PARK AVE NE,208,Grant Park,W,33.72804,-84.37043
AUTO THEFT,191381593,5/18/19,2740 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68896,-84.48909
AUTO THEFT,191382049,5/18/19,2050 SYLVAN RD SW,306,Sylvan Hills,X,33.69852,-84.41798
AUTO THEFT,191380680,5/18/19,262  EDGEWOOD AVE SE,510,Sweet Auburn,M,33.75437,-84.3783
AUTO THEFT,191382477,5/18/19,641 JONES AVE NW,506,English Avenue,L,33.7645,-84.40857
AUTO THEFT,191381014,5/18/19,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584
AUTO THEFT,191382552,5/18/19,1341 NORTHSIDE DR NW,207,Loring Heights,E,33.79169,-84.40743
AUTO THEFT,191381180,5/18/19,77 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84462,-84.38339
AUTO THEFT,191382027,5/18/19,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867
LARCENY-FROM VEHICLE,191381300,5/18/19,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116
LARCENY-FROM VEHICLE,191382422,5/18/19,629  ANTONE ST NW,207,Berkeley Park,D,33.79911,-84.40905
LARCENY-FROM VEHICLE,191382043,5/18/19,123 MARIETTA ST NW,508,Downtown,M,33.75767,-84.39266
LARCENY-FROM VEHICLE,191382109,5/18/19,1136 CRESCENT AVE NE,503,Midtown,E,33.78575,-84.38451
LARCENY-FROM VEHICLE,191381751,5/18/19,1313 W PACES FERRY RD NW,202,Randall Mill,A,33.84933,-84.43048
LARCENY-FROM VEHICLE,191381582,5/18/19,48 JACKSON ST SE,604,Sweet Auburn,M,33.7528,-84.37415
LARCENY-FROM VEHICLE,191381674,5/18/19,670 DEKALB AVE SE,602,Inman Park,N,33.75371,-84.36535
LARCENY-FROM VEHICLE,191381682,5/18/19,3590 ADKINS RD NW,114,Fairburn Heights,H,33.77145,-84.50696
LARCENY-FROM VEHICLE,191381724,5/18/19,388 4TH ST NE,614,Midtown,E,33.77469,-84.3745
LARCENY-FROM VEHICLE,191381750,5/18/19,2018 BOLTON RD NW,103,Whittier Mill Village,D,33.81116,-84.47703
LARCENY-FROM VEHICLE,191382214,5/18/19,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819
LARCENY-FROM VEHICLE,191381802,5/18/19,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468
LARCENY-FROM VEHICLE,191380519,5/18/19,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787
LARCENY-FROM VEHICLE,191380093,5/18/19,420 ASHLEY AVE NE,603,Old Fourth Ward,M,33.76578,-84.36364
LARCENY-FROM VEHICLE,191381389,5/18/19,1560 METROPOLITAN PKWY SW,306,Carey Park,G,33.78662,-84.47536
LARCENY-FROM VEHICLE,191380245,5/18/19,501 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75429,-84.37129
LARCENY-FROM VEHICLE,191380370,5/18/19,811 PEACHTREE ST NE,505,Midtown,E,33.777,-84.38386
LARCENY-FROM VEHICLE,191382164,5/18/19,1111 LUCILE AVE SW,401,West End,T,33.7423,-84.42523
LARCENY-NON VEHICLE,191380582,5/18/19,218 BEREAN AVE SE,606,Cabbagetown,N,33.74859,-84.36661
LARCENY-FROM VEHICLE,191381206,5/18/19,3669 TUXEDO RD NW,202,Tuxedo Park,A,33.85392,-84.39701
LARCENY-FROM VEHICLE,191381337,5/18/19,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8227,-84.37056
LARCENY-FROM VEHICLE,191380530,5/18/19,209 HOLLY RD NW,105,Hunter Hills,K,33.7611,-84.43735
LARCENY-FROM VEHICLE,191380534,5/18/19,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089
LARCENY-FROM VEHICLE,191380500,5/18/19,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81869,-84.36622
LARCENY-FROM VEHICLE,191380729,5/18/19,600 HOPKINS ST SW,401,West End,T,33.73916,-84.43056
LARCENY-FROM VEHICLE,191380462,5/18/19,634 WHITEHALL ST SW,303,Adair Park,V,33.74179,-84.40844
LARCENY-FROM VEHICLE,191381221,5/18/19,510 WHITEHALL ST SW,303,Mechanicsville,V,33.74316,-84.40433
