UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,191461122,05/26/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191462064,05/26/2019,371 BOULEVARD NE,603,Old Fourth Ward,M,33.76454,-84.37155,
AGG ASSAULT,191460569,05/26/2019,486 PARK AVE SE,605,Grant Park,W,33.74128,-84.36926,
AGG ASSAULT,191460906,05/26/2019,1494 MEMORIAL DR SE,610,Kirkwood,O,33.7476,-84.33763,
ROBBERY,191461686,05/26/2019,1239 MORELAND AVE SE,607,Woodland Hills,W,33.72044,-84.34958,
ROBBERY,191461970,05/26/2019,501 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.76794,-84.3819,
LARCENY-FROM VEHICLE,191461347,05/26/2019,575 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77313,-84.36818,
LARCENY-FROM VEHICLE,191461577,05/26/2019,724 CHARLES ALLEN DR NE,614,Midtown,E,33.77437,-84.37304,
LARCENY-FROM VEHICLE,191460243,05/26/2019,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,604,Sweet Auburn,M,33.75118,-84.37486,
LARCENY-FROM VEHICLE,191460736,05/26/2019,357 AUBURN POINTE DR SE,604,Sweet Auburn,M,33.75115,-84.3772,
LARCENY-FROM VEHICLE,191460980,05/26/2019,290 MARTIN L KING JR DR SE,605,Oakland,W,33.74748,-84.37785,
LARCENY-FROM VEHICLE,191451852,05/25/2019,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,
LARCENY-FROM VEHICLE,191451549,05/25/2019,464 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75448,-84.37234,
LARCENY-FROM VEHICLE,191451734,05/25/2019,240 N HIGHLAND AVE NE @PARISH FOODS,602,Inman Park,N,33.76191,-84.36039,
LARCENY-FROM VEHICLE,191451904,05/25/2019,82 AIRLINE ST SE,604,Old Fourth Ward,M,33.75328,-84.36638,
LARCENY-FROM VEHICLE,191451938,05/25/2019,700 MCGRUDER ST NE,604,Old Fourth Ward,M,33.7586,-84.36513,
LARCENY-FROM VEHICLE,191450242,05/25/2019,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-FROM VEHICLE,191450717,05/25/2019,267 TYE ST SE,606,Cabbagetown,N,33.74732,-84.36488,
ROBBERY,191451452,05/25/2019,COLQUITT AVE NE / SINCLAIR AVE NE,602,Inman Park,N,33.76623,-84.35213,
LARCENY-NON VEHICLE,191450746,05/25/2019,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,
BURGLARY,191451806,05/25/2019,720 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76547,-84.36417,
LARCENY-NON VEHICLE,191451359,05/25/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191451710,05/25/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
AUTO THEFT,191451844,05/25/2019,333 ANGIER AVE NE,603,Old Fourth Ward,M,33.76659,-84.37678,
AUTO THEFT,191451148,05/25/2019,1412 VAN EPPS AVE SE,612,East Atlanta,W,33.73734,-84.34139,
LARCENY-NON VEHICLE,191441118,05/24/2019,609 VIRGINIA AVE NE @TROLLEY SQUARE,601,Virginia Highland,F,33.7813,-84.36584,
LARCENY-FROM VEHICLE,191441019,05/24/2019,800 CHEROKEE AVE SE @ATLANTA ZOO,605,Grant Park,W,33.7338,-84.37184,
LARCENY-NON VEHICLE,191441840,05/24/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191441664,05/24/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191441484,05/24/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,191442287,05/24/2019,99 KROG ST NE,602,Inman Park,N,33.75667,-84.3639,
LARCENY-FROM VEHICLE,191442464,05/24/2019,290 ELIZABETH ST NE,602,Inman Park,N,33.76234,-84.35807,
LARCENY-FROM VEHICLE,191440489,05/24/2019,164 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74937,-84.35329,
LARCENY-FROM VEHICLE,191440745,05/24/2019,407 N HIGHLAND AVE NE,602,Inman Park,N,33.76494,-84.3544,
LARCENY-FROM VEHICLE,191442189,05/24/2019,447 MORELAND AVE NE,608,Candler Park,N,33.76653,-84.34889,
LARCENY-FROM VEHICLE,191441578,05/24/2019,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722,
LARCENY-FROM VEHICLE,191431918,05/23/2019,931 MONROE DR NE,614,Midtown,E,33.77909,-84.36717,
LARCENY-FROM VEHICLE,191430144,05/23/2019,97 ESTORIA ST SE,606,Cabbagetown,N,33.75179,-84.36339,
LARCENY-FROM VEHICLE,191430166,05/23/2019,563 WOODWARD AVE SE,605,Grant Park,W,33.74531,-84.36899,
LARCENY-FROM VEHICLE,191430502,05/23/2019,891 ROSEDALE RD NE,601,Virginia Highland,F,33.77882,-84.34807,
LARCENY-NON VEHICLE,191431049,05/23/2019,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-NON VEHICLE,191431914,05/23/2019,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225,
LARCENY-NON VEHICLE,191432304,05/23/2019,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122,
BURGLARY,191431502,05/23/2019,738 CLIFTON RD SE,612,East Atlanta,W,33.734,-84.32954,
LARCENY-NON VEHICLE,191431186,05/23/2019,465 MEMORIAL DR SE,605,Grant Park,W,33.74667,-84.37202,
LARCENY-NON VEHICLE,191431658,05/23/2019,125 MORELAND AVE SE,606,Reynoldstown,N,33.75005,-84.34955,
LARCENY-NON VEHICLE,191431338,05/23/2019,668 IRWIN PL NE,604,Old Fourth Ward,M,33.75795,-84.36574,
LARCENY-NON VEHICLE,191431333,05/23/2019,1654 NEWTON AVE SE,612,East Atlanta,W,33.73816,-84.33373,
LARCENY-NON VEHICLE,191420476,05/22/2019,2201 GLENWOOD AVE SE,611,East Lake,O,33.73954,-84.31491,
LARCENY-NON VEHICLE,191421966,05/22/2019,3212 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76619,-84.37842,
LARCENY-FROM VEHICLE,191421101,05/22/2019,1675 MEMORIAL DR SE,610,Kirkwood,O,33.74716,-84.33286,
AUTO THEFT,191421112,05/22/2019,1310 N MORNINGSIDE DR NE,613,Morningside/Lenox Park,F,33.79047,-84.35447,
AUTO THEFT,191421046,05/22/2019,340 AUBURN AVE NE,604,Sweet Auburn,M,33.75565,-84.3764,
LARCENY-NON VEHICLE,191421077,05/22/2019,480 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75961,-84.37127,
BURGLARY,191420646,05/22/2019,520 DECATUR ST SE,604,Old Fourth Ward,M,33.75201,-84.37073,
ROBBERY,191420417,05/22/2019,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70884,-84.3592,
AGG ASSAULT,191422444,05/22/2019,1655 MEMORIAL DR SE,612,Kirkwood,O,33.74718,-84.3338,
AGG ASSAULT,191422622,05/22/2019,226 CORLEY ST NE,604,Old Fourth Ward,M,33.76033,-84.36641,
BURGLARY,191421256,05/22/2019,670 DEKALB AVE SE,602,Inman Park,N,33.7532,-84.36547,
LARCENY-NON VEHICLE,191422140,05/22/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191421502,05/22/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,191420592,05/22/2019,447 WOODWARD AVE SE,605,Grant Park,W,33.74544,-84.37294,
LARCENY-FROM VEHICLE,191421220,05/22/2019,782 INMAN MEWS DR NE,602,Inman Park,N,33.75425,-84.36197,
LARCENY-FROM VEHICLE,191421008,05/22/2019,1099 ALTA AVE NE,602,Inman Park,N,33.76077,-84.35183,
LARCENY-FROM VEHICLE,191422468,05/22/2019,2023 OAKVIEW RD SE,610,Kirkwood,O,33.7504,-84.32179,
LARCENY-FROM VEHICLE,191420055,05/22/2019,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228,
LARCENY-FROM VEHICLE,191420286,05/22/2019,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541,
LARCENY-FROM VEHICLE,191412119,05/21/2019,539 ELMWOOD DR NE,601,Virginia Highland,F,33.78537,-84.3698,
LARCENY-FROM VEHICLE,191411495,05/21/2019,215 NORTH AVE NE,603,Old Fourth Ward,M,33.77117,-84.38025,
LARCENY-FROM VEHICLE,191411804,05/21/2019,303 PARKWAY DR NE,604,Old Fourth Ward,M,33.76286,-84.37405,
LARCENY-FROM VEHICLE,191410209,05/21/2019,339 LELAND TER NE,610,Kirkwood,O,33.76297,-84.31329,
LARCENY-NON VEHICLE,191411009,05/21/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191410580,05/21/2019,650 PONCE DE LEON AVE NE,614,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,191412046,05/21/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191410214,05/21/2019,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,
LARCENY-NON VEHICLE,191411474,05/21/2019,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,
BURGLARY,191410947,05/21/2019,107 GIBSON ST SE,606,Reynoldstown,N,33.75065,-84.35586,
LARCENY-FROM VEHICLE,191411417,05/21/2019,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-NON VEHICLE,191410714,05/21/2019,1037 COLQUITT AVE NE,602,Inman Park,N,33.7664,-84.35285,
LARCENY-NON VEHICLE,191412212,05/21/2019,808 MCDONOUGH BLVD SE,607,Benteen Park,W,33.70977,-84.36008,
LARCENY-NON VEHICLE,191411355,05/21/2019,149 ELEANOR ST SE,610,Kirkwood,O,33.74893,-84.32446,
LARCENY-NON VEHICLE,191400907,05/20/2019,411 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74253,-84.34852,
LARCENY-NON VEHICLE,191400653,05/20/2019,2201 GLENWOOD AVE SE,611,East Lake,O,33.73954,-84.31491,
LARCENY-NON VEHICLE,191400292,05/20/2019,808 MCDONOUGH BLVD SE,607,Benteen Park,W,33.70977,-84.36008,
LARCENY-FROM VEHICLE,191400640,05/20/2019,181 POWELL ST SE,606,Cabbagetown,N,33.74963,-84.36587,
AUTO THEFT,191401493,05/20/2019,385 N ANGIER AVE NE,603,Old Fourth Ward,M,33.76943,-84.36375,
AUTO THEFT,191401184,05/20/2019,893 COMMONWEALTH AVE SE,605,Grant Park,W,33.73076,-84.36188,
BURGLARY,191401387,05/20/2019,1311 MEMORIAL DR SE,609,Edgewood,O,33.74737,-84.34468,
LARCENY-NON VEHICLE,191401788,05/20/2019,595 PIEDMONT AVE AVE,603,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-FROM VEHICLE,191401010,05/20/2019,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722,
LARCENY-FROM VEHICLE,191400460,05/20/2019,1104 MORELAND AVE SE,607,East Atlanta,W,33.7246,-84.34932,
LARCENY-FROM VEHICLE,191400298,05/20/2019,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541,
LARCENY-FROM VEHICLE,191401430,05/20/2019,655 MEAD ST SE,605,Grant Park,W,33.72747,-84.366,
LARCENY-FROM VEHICLE,191401596,05/20/2019,2043 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81123,-84.35601,
LARCENY-FROM VEHICLE,191400718,05/20/2019,552 DECATUR ST SE,604,Old Fourth Ward,M,33.75228,-84.36945,
LARCENY-FROM VEHICLE,191400387,05/20/2019,840 UNITED AVE SE,605,Grant Park,W,33.72994,-84.36425,
LARCENY-FROM VEHICLE,191400017,05/20/2019,560 GRESHAM AVE SE,612,East Atlanta,W,33.73942,-84.34564,
LARCENY-FROM VEHICLE,191390727,05/19/2019,107 PEARL ST SE,606,Cabbagetown,N,33.75169,-84.36239,
LARCENY-FROM VEHICLE,191391141,05/19/2019,704 ORMEWOOD AVE SE,605,Grant Park,W,33.73376,-84.36428,
LARCENY-FROM VEHICLE,191392078,05/19/2019,684 JOHN WESLEY DOBBS AVE NE @BELTLINE BUSINESS,604,Old Fourth Ward,M,33.7598,-84.36443,
LARCENY-FROM VEHICLE,191390414,05/19/2019,931 MONROE DR NE @BELTLINE BUSINESS,614,Midtown,E,33.77909,-84.36717,
LARCENY-FROM VEHICLE,191390014,05/19/2019,549 AMSTERDAM AVE NE,601,Morningside/Lenox Park,F,33.78858,-84.36891,
LARCENY-FROM VEHICLE,191391480,05/19/2019,620 PARK AVE SE,605,Grant Park,W,33.73745,-84.36954,
LARCENY-FROM VEHICLE,191391793,05/19/2019,2 DANIEL ST SE,604,Old Fourth Ward,M,33.7541,-84.37111,
AUTO THEFT,191390433,05/19/2019,231 DEGRESS AVE ` AVE,613,Inman Park,N,33.7605,-84.35235,
LARCENY-NON VEHICLE,191390795,05/19/2019,49 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186,
LARCENY-NON VEHICLE,191391525,05/19/2019,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77296,-84.36504,
LARCENY-NON VEHICLE,191381293,05/18/2019,650 NORTH AVE NE,603,Old Fourth Ward,M,33.77121,-84.36478,
LARCENY-NON VEHICLE,191380582,05/18/2019,218 BEREAN AVE SE,606,Cabbagetown,N,33.74859,-84.36661,
LARCENY-NON VEHICLE,191380602,05/18/2019,140 CLIFTON ST SE,610,Kirkwood,O,33.74952,-84.33157,
LARCENY-FROM VEHICLE,191380093,05/18/2019,420 ASHLEY AVE NE,603,Old Fourth Ward,M,33.76578,-84.36364,
LARCENY-FROM VEHICLE,191380245,05/18/2019,501 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75429,-84.37129,
LARCENY-FROM VEHICLE,191381582,05/18/2019,48 JACKSON ST SE,604,Sweet Auburn,M,33.7528,-84.37415,
LARCENY-FROM VEHICLE,191381674,05/18/2019,670 DEKALB AVE SE,602,Inman Park,N,33.75371,-84.36535,
LARCENY-FROM VEHICLE,191381724,05/18/2019,388 4TH ST NE,614,Midtown,E,33.77469,-84.3745,
LARCENY-NON VEHICLE,191382015,05/18/2019,675 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77324,-84.36513,
LARCENY-NON VEHICLE,191381689,05/18/2019,1275 CAROLINE ST NE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191381104,05/18/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191381137,05/18/2019,372 MORELAND AVE NE,602,Inman Park,N,33.76454,-84.34959,
AGG ASSAULT,191380352,05/18/2019,1067 MEMORIAL DR SE,609,Edgewood,O,33.74784,-84.34875,
AGG ASSAULT,191380967,05/18/2019,1079 SEABOARD AVE NE,606,Edgewood,O,33.75318,-84.3491,
AGG ASSAULT,191382486,05/18/2019,1536 HARDEE ST NE,609,Edgewood,O,33.75564,-84.33751,
ROBBERY,191380228,05/18/2019,281 ALASKA AVE NE,604,Old Fourth Ward,M,33.76187,-84.36301,
LARCENY-NON VEHICLE,191380277,05/18/2019,464 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75448,-84.37234,
BURGLARY,191371945,05/17/2019,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80646,-84.36665,
BURGLARY,191370922,05/17/2019,1541 PONTIAC PL SE,607,Custer/McDonough/Guice,W,33.71266,-84.35705,
LARCENY-NON VEHICLE,191371839,05/17/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,191370378,05/17/2019,619 PAGE AVE NE,608,Candler Park,N,33.7711,-84.33392,
LARCENY-FROM VEHICLE,191370981,05/17/2019,850 ORMEWOOD AVE SE,607,Ormewood Park,W,33.73436,-84.35961,
LARCENY-FROM VEHICLE,191372488,05/17/2019,DANIEL ST SE / EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.75429,-84.37129,
AUTO THEFT,191372422,05/17/2019,1635 MORELAND AVE SE @FOXY LADY,607,Custer/McDonough/Guice,W,33.70941,-84.34994,
AUTO THEFT,191371285,05/17/2019,790 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77614,-84.3638,
AUTO THEFT,191370580,05/17/2019,1664 HOMESTEAD AVE NE,613,Morningside/Lenox Park,F,33.80001,-84.3484,
AUTO THEFT,191370974,05/17/2019,860 GLENWOOD AVE SE,605,Grant Park,W,33.74032,-84.35965,
LARCENY-FROM VEHICLE,191370732,05/17/2019,1925 WINDEMERE DR NE,613,Morningside/Lenox Park,F,33.8075,-84.36352,
LARCENY-FROM VEHICLE,191370583,05/17/2019,963 ROSEDALE RD NE,601,Virginia Highland,F,33.7809,-84.34785,
LARCENY-FROM VEHICLE,191370095,05/17/2019,1402 N HIGHLAND AVE NE,613,Morningside/Lenox Park,F,33.79282,-84.35257,
