UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,201331335,05/12/2020,1117 LEE ST SW,402,West End,T,33.73584,-84.4141,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201330163,05/12/2020,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518,
LARCENY-NON VEHICLE,201330493,05/12/2020,1812 GLENVIEW DR SW,412,Heritage Valley,P,33.70597,-84.49938,
BURGLARY,201330710,05/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
AGG ASSAULT,201330802,05/12/2020,2640 MARTIN LUTHER KING JR. DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY,201330883,05/12/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,201331335,05/12/2020,1117 LEE ST SW,402,West End,T,33.73584,-84.4141,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201330163,05/12/2020,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518,
LARCENY-NON VEHICLE,201330493,05/12/2020,1812 GLENVIEW DR SW,412,Heritage Valley,P,33.70597,-84.49938,
BURGLARY,201330710,05/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
AGG ASSAULT,201330802,05/12/2020,2640 MARTIN LUTHER KING JR. DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY,201330883,05/12/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,201331335,05/12/2020,1117 LEE ST SW,402,West End,T,33.73584,-84.4141,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201330163,05/12/2020,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518,
LARCENY-NON VEHICLE,201330493,05/12/2020,1812 GLENVIEW DR SW,412,Heritage Valley,P,33.70597,-84.49938,
BURGLARY,201330710,05/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
AGG ASSAULT,201330802,05/12/2020,2640 MARTIN LUTHER KING JR. DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY,201330883,05/12/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,201331335,05/12/2020,1117 LEE ST SW,402,West End,T,33.73584,-84.4141,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201330163,05/12/2020,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518,
LARCENY-NON VEHICLE,201330493,05/12/2020,1812 GLENVIEW DR SW,412,Heritage Valley,P,33.70597,-84.49938,
BURGLARY,201330710,05/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
AGG ASSAULT,201330802,05/12/2020,2640 MARTIN LUTHER KING JR. DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY,201330883,05/12/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201330163,05/12/2020,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518,
LARCENY-NON VEHICLE,201330493,05/12/2020,1812 GLENVIEW DR SW,412,Heritage Valley,P,33.70597,-84.49938,
BURGLARY,201330710,05/12/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
AGG ASSAULT,201330802,05/12/2020,2640 MARTIN LUTHER KING JR. DRIVE SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY,201330883,05/12/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,201331000,05/12/2020,646 WILLARD AVE SW,404,Westview,T,33.7376,-84.43828,
ROBBERY,201331249,05/12/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,201331335,05/12/2020,1117 LEE ST SW,402,West End,T,33.73584,-84.4141,
AUTO THEFT,201331435,05/12/2020,1542 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.7433,-84.438,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
LARCENY-FROM VEHICLE,201320122,05/11/2020,652 ATWOOD ST SW,402,West End,T,33.73739,-84.4291,
LARCENY-FROM VEHICLE,201320274,05/11/2020,1016 REDBUD LN SW,406,Green Acres Valley,I,33.72826,-84.50082,
LARCENY-FROM VEHICLE,201320350,05/11/2020,3609 GINNIS RD SW,407,Fairburn Mays,H,33.73177,-84.51022,
AGG ASSAULT,201320986,05/11/2020,422 ATWOOD ST SW,401,West End,T,33.74339,-84.4287,
BURGLARY,201321186,05/11/2020,729 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73511,-84.41797,
AUTO THEFT,201321670,05/11/2020,1455 LYNFORD DR SW,403,Oakland City,S,33.72359,-84.43566,
BURGLARY,201321787,05/11/2020,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201310211,05/10/2020,981 OAK ST SW,401,West End,T,33.74094,-84.41983,
AUTO THEFT,201310475,05/10/2020,1444 LANVALE DR SW,403,Oakland City,S,33.72404,-84.43522,
AGG ASSAULT,201310804,05/10/2020,795 LEE ST SW,401,West End,T,33.73327,-84.41455,
AUTO THEFT,201310838,05/10/2020,2975 HEADLAND DR,411,Southwest,R,33.69258,-84.49059,
AUTO THEFT,201311578,05/10/2020,3040 HEADLAND DR SW,411,Greenbriar,R,33.68948,-84.48818,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,201300663,05/09/2020,938 MATHEWS ST SW,401,West End,T,33.73454,-84.41849,
LARCENY-NON VEHICLE,201300955,05/09/2020,2160 CHINABERRY WAY SW,411,Greenbriar,R,33.69623,-84.47846,
AGG ASSAULT,201301055,05/09/2020,1134 MERRILL AVE SW,402,Oakland City,S,33.72838,-84.42495,
AUTO THEFT,201302297,05/09/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
AGG ASSAULT,201282119,05/08/2020,1941 PINE OAK DR SW,404,Westwood Terrace,I,33.7361,-84.45103,
AUTO THEFT,201290496,05/08/2020,1454 WESTRIDGE RD SW,408,Venetian Hills,S,33.71594,-84.44649,
LARCENY-FROM VEHICLE,201290573,05/08/2020,1049 LAWTON AVE SW,402,Oakland City,S,33.72638,-84.42204,
BURGLARY,201290583,05/08/2020,3716 TAMPA TRL SW,414,Tampa Park,P,33.67848,-84.51013,
BURGLARY,201290815,05/08/2020,2345 CASCADE RD SW,406,Cascade Heights,I,33.72198,-84.46541,
LARCENY-NON VEHICLE,201291170,05/08/2020,1396 ANIWAKA AVE SW,408,Venetian Hills,S,33.71732,-84.44081,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
ROBBERY,201280659,05/07/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,
BURGLARY,201281704,05/07/2020,3941 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.659,-84.51601,
BURGLARY,201281807,05/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
ROBBERY,201280659,05/07/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,
BURGLARY,201281704,05/07/2020,3941 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.659,-84.51601,
BURGLARY,201281807,05/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
ROBBERY,201280659,05/07/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,
BURGLARY,201281704,05/07/2020,3941 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.659,-84.51601,
BURGLARY,201281807,05/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
ROBBERY,201280659,05/07/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,
BURGLARY,201281704,05/07/2020,3941 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.659,-84.51601,
BURGLARY,201281807,05/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
ROBBERY,201280659,05/07/2020,842 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73815,-84.41521,
BURGLARY,201281704,05/07/2020,3941 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.659,-84.51601,
BURGLARY,201281807,05/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,
BURGLARY,201280091,05/07/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
BURGLARY,201280333,05/07/2020,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
LARCENY-NON VEHICLE,201280532,05/07/2020,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
