UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,191470699,05/27/2019,769 CARON CIR NW,112,Collier Heights,I,33.77604,-84.48618,
LARCENY-FROM VEHICLE,191471358,05/27/2019,2985 OLDKNOW DR NW,112,Collier Heights,I,33.77215,-84.48453,
LARCENY-FROM VEHICLE,191470152,05/27/2019,3379 MARTIN L KING JR DR NW,111,Adamsville,H,33.75499,-84.49826,
LARCENY-FROM VEHICLE,191470331,05/27/2019,491 HOLLY ST NW,107,Grove Park,J,33.76863,-84.4374,
LARCENY-FROM VEHICLE,191471492,05/27/2019,1607 JACKSON TRACE CT NW,113,Lincoln Homes,G,33.79981,-84.4758,
LARCENY-FROM VEHICLE,191471279,05/27/2019,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416,
AUTO THEFT,191470629,05/27/2019,388 LEGACY DR SW,104,Harris Chiles,T,33.74526,-84.41915,
AUTO THEFT,191461655,05/26/2019,1281 WESTVIEW DR SW,104,Ashview Heights,T,33.74739,-84.42847,
AUTO THEFT,191461117,05/26/2019,2479 ABNER TER NW @FLIPPER TEMPLE,110,Scotts Crossing,G,33.80106,-84.46803,
LARCENY-NON VEHICLE,191461513,05/26/2019,35 HAMILTON E HOLMES,107,Florida Heights,I,33.75373,-84.46734,
LARCENY-FROM VEHICLE,191460001,05/26/2019,475 ELBRIDGE DR NW,106,Bankhead,K,33.76847,-84.43254,
LARCENY-NON VEHICLE,191461336,05/26/2019,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,
LARCENY-FROM VEHICLE,191460684,05/26/2019,1715 HOLLINGSWORTH BLVD NW,110,West Highlands,G,33.78964,-84.44613,
LARCENY-FROM VEHICLE,191460248,05/26/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-FROM VEHICLE,191460526,05/26/2019,1586 ELIXIR AVE SW,104,Mozley Park,K,33.74858,-84.43945,
LARCENY-FROM VEHICLE,191460681,05/26/2019,390 W LAKE AVE NW,107,Grove Park,J,33.7659,-84.44121,
LARCENY-FROM VEHICLE,191461059,05/26/2019,1571 MIMS ST SW,104,Mozley Park,K,33.74985,-84.43893,
AGG ASSAULT,191462105,05/26/2019,494 NORFOLK ST NW,106,Bankhead,K,33.76814,-84.41889,
AGG ASSAULT,191451695,05/25/2019,1280 NASH RD NW,114,English Park,G,33.79044,-84.49295,
BURGLARY,191450418,05/25/2019,1783 JOHNSON RD,110,Rockdale,G,33.7853,-84.44603,
BURGLARY,191442488,05/25/2019,2239 AJAX DR NW,110,Carver Hills,G,33.79953,-84.46092,
BURGLARY,191450335,05/25/2019,2810 REGINA DR NW,109,Center Hill,J,33.7772,-84.47324,
ROBBERY,191450565,05/25/2019,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076,
ROBBERY,191452079,05/25/2019,745 ORR ST NW,102,Vine City,L,33.76263,-84.41187,
ROBBERY,191451466,05/25/2019,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79939,-84.47179,
LARCENY-FROM VEHICLE,191451954,05/25/2019,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537,
LARCENY-FROM VEHICLE,191450466,05/25/2019,875 MARTIN L KING JR DR NW,102,Vine City,L,33.75497,-84.41604,
LARCENY-FROM VEHICLE,191450840,05/25/2019,186 RACINE ST SW,104,Mozley Park,K,33.75014,-84.44107,
LARCENY-FROM VEHICLE,191451018,05/25/2019,136 BURBANK DR SW,104,Mozley Park,K,33.75107,-84.42877,
LARCENY-FROM VEHICLE,191451912,05/25/2019,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74467,-84.41955,
AUTO THEFT,191451302,05/25/2019,165 SUNSET AVE NW,102,Vine City,L,33.75918,-84.40967,
AUTO THEFT,191442110,05/24/2019,2 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75491,-84.41773,
LARCENY-FROM VEHICLE,191441822,05/24/2019,120 OZONE ST SW,101,Atlanta University Center,T,33.75145,-84.41635,
LARCENY-NON VEHICLE,191441148,05/24/2019,835 MARTIN LUTHER KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
AGG ASSAULT,191440066,05/24/2019,935 PELHAM ST NW,106,Bankhead,K,33.77155,-84.41808,
BURGLARY,191441831,05/24/2019,903 HUFF RD NW,103,Blandtown,D,33.78862,-84.41725,
AGG ASSAULT,191440169,05/24/2019,1218 JOSEPH E BOONE BLVD NW,105,Bankhead,K,33.76361,-84.42783,
BURGLARY,191431068,05/23/2019,2193 ADDISON PL NW,110,Carver Hills,G,33.80052,-84.45936,
BURGLARY,191430712,05/23/2019,940 N EUGENIA PL NW,110,Grove Park,J,33.78087,-84.45265,
BURGLARY,191022451,05/23/2019,1385 ENGLISH ST NW,103,Blandtown,D,33.79334,-84.41982,
BURGLARY,191430804,05/23/2019,599 MITCHELL ST SW,101,Atlanta University Center,T,33.754,-84.40623,
AGG ASSAULT,191431475,05/23/2019,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79809,-84.48706,
ROBBERY,191430228,05/23/2019,678 COMMERCIAL AVE NW,109,Center Hill,J,33.77334,-84.47151,
ROBBERY,191431184,05/23/2019,38 ANDERSON AVE NW,105,West Lake,J,33.75409,-84.44551,
LARCENY-NON VEHICLE,191432437,05/23/2019,2315 DONALD LEE HOLLOWELL PKWY NW @Z1,109,Center Hill,J,33.77725,-84.46072,
BURGLARY,191430306,05/23/2019,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969,
LARCENY-FROM VEHICLE,191430409,05/23/2019,660 ELINOR PL NW,110,Grove Park,J,33.77283,-84.43679,
LARCENY-FROM VEHICLE,191430568,05/23/2019,1896 MARKONE ST NW,107,Grove Park,J,33.7696,-84.44912,
LARCENY-FROM VEHICLE,191430786,05/23/2019,2794 MANGO CIR NW,113,Monroe Heights,G,33.79505,-84.47981,
LARCENY-FROM VEHICLE,191430602,05/23/2019,2020 BOLTON RD NW,103,Riverside,D,33.81125,-84.47594,
LARCENY-FROM VEHICLE,191431117,05/23/2019,631 HARWELL RD NW @APS USHER ES,112,Collier Heights,I,33.77247,-84.49395,
LARCENY-NON VEHICLE,191430705,05/23/2019,2748 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.7777,-84.47719,
AUTO THEFT,191430658,05/23/2019,174 CHALMERS DR NW,112,Collier Heights,I,33.76087,-84.47892,
LARCENY-NON VEHICLE,191431840,05/23/2019,161 WALNUT ST SW,101,Atlanta University Center,T,33.75014,-84.40677,
LARCENY-NON VEHICLE,191430990,05/23/2019,2057 VERBENA ST NW,108,Penelope Neighbors,J,33.75443,-84.45368,
AUTO THEFT,191422583,05/22/2019,676 HORTENSE PL NW,110,Grove Park,J,33.77314,-84.44125,
LARCENY-FROM VEHICLE,191421067,05/22/2019,401 HAMILTON E HOLMES DR NW,109,Center Hill,J,33.76633,-84.46976,
LARCENY-FROM VEHICLE,191421340,05/22/2019,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395,
LARCENY-FROM VEHICLE,191412466,05/22/2019,3024 DONALD LEE HOLLOWELL PKWY,113,Brookview Heights,G,33.78276,-84.48688,
LARCENY-FROM VEHICLE,191422416,05/22/2019,1133 HUFF RD NW,103,Blandtown,D,33.78978,-84.42557,
LARCENY-NON VEHICLE,191421934,05/22/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
ROBBERY,191420317,05/22/2019,206 SAINT JOSE ST,104,Ashview Heights,T,33.75006,-84.42224,
ROBBERY,191422054,05/22/2019,286 SEWANEE AVE NW,108,Dixie Hills,J,33.76108,-84.4653,
ROBBERY,191420110,05/22/2019,1739 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75159,-84.44081,
BURGLARY,191421064,05/22/2019,155 GORDON TER SW,104,Mozley Park,K,33.75068,-84.44341,
BURGLARY,191421939,05/22/2019,1705 MARY GEORGE AVE NW,110,Carver Hills,G,33.80208,-84.4651,
AGG ASSAULT,191420430,05/22/2019,1197 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42678,
BURGLARY,191412201,05/21/2019,2129 ABNER PL NW,110,Carver Hills,G,33.80061,-84.45781,
AGG ASSAULT,191412255,05/21/2019,1909 NORTH AVE NW,107,Grove Park,J,33.76871,-84.44986,
AGG ASSAULT,191412198,05/21/2019,3114 HICKMAN DR NW,111,,I,33.75423,-84.48889,
LARCENY-FROM VEHICLE,191410955,05/21/2019,1580 JOHNSON RD NW,110,Rockdale,G,33.78576,-84.44322,
LARCENY-FROM VEHICLE,191410967,05/21/2019,1467 EASON ST NW,105,Hunter Hills,K,33.75757,-84.43603,
LARCENY-FROM VEHICLE,191410582,05/21/2019,820 MITCHELL ST SW,101,Atlanta University Center,T,33.75335,-84.41485,
LARCENY-FROM VEHICLE,191410496,05/21/2019,1030 LENA ST NW,105,Washington Park,K,33.7564,-84.42222,
AUTO THEFT,191412354,05/21/2019,1400 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77125,-84.43359,
AUTO THEFT,191411003,05/21/2019,1890 MADRONA ST NW,107,Grove Park,J,33.77084,-84.44878,
AUTO THEFT,191410260,05/21/2019,2479 ABNER TER NW,110,Carver Hills,G,33.80063,-84.46635,
LARCENY-NON VEHICLE,191412371,05/21/2019,2315 DONALD LEE HOLLOWELL PKWY NW @Z1,109,Center Hill,J,33.77725,-84.46072,
LARCENY-NON VEHICLE,191401565,05/20/2019,1863 PENELOPE RD NW,108,Penelope Neighbors,J,33.75408,-84.44813,
LARCENY-FROM VEHICLE,191400452,05/20/2019,2764 PAUL AVE NW,103,Riverside,D,33.81505,-84.46732,
LARCENY-FROM VEHICLE,191400668,05/20/2019,42 STAFFORD ST NW,105,Hunter Hills,K,33.75614,-84.42611,
LARCENY-FROM VEHICLE,191400855,05/20/2019,2351 ADAMS DR NW,103,Bolton,D,33.82005,-84.45433,
LARCENY-FROM VEHICLE,191401455,05/20/2019,809 BECKWITH ST SW,101,Atlanta University Center,T,33.75223,-84.41405,
LARCENY-NON VEHICLE,191401535,05/20/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,191400395,05/20/2019,2991 TRIBBLE LN NW,111,,I,33.75954,-84.48474,
BURGLARY,191401244,05/20/2019,762 CENTER HILL AVE NW,109,Center Hill,J,33.77585,-84.46455,
BURGLARY,191400672,05/20/2019,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023,
BURGLARY,191401510,05/20/2019,1911 BAKER RD NW,107,Grove Park,J,33.77131,-84.44952,
BURGLARY,191401264,05/20/2019,436 W LAKE AVE NW,107,Grove Park,J,33.7674,-84.44119,
AGG ASSAULT,191390197,05/19/2019,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256,
AGG ASSAULT,191391974,05/19/2019,1888 HOLLYWOOD RD NW,103,Riverside,D,33.80734,-84.47293,
AGG ASSAULT,191390729,05/19/2019,1181 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42637,
ROBBERY,191391021,05/19/2019,176 WESTLAKE AVE NW,105,West Lake,J,33.75926,-84.44407,
LARCENY-FROM VEHICLE,191390710,05/19/2019,1960 BOLTON RD NW,103,Whittier Mill Village,D,33.80982,-84.47898,
LARCENY-NON VEHICLE,191391034,05/19/2019,1180 FAIR ST SW,104,Ashview Heights,T,33.74885,-84.42627,
LARCENY-NON VEHICLE,191390769,05/19/2019,928 FAIR ST SW @THESSALONIAN BAPTIS,104,Ashview Heights,T,33.74895,-84.4179,
AUTO THEFT,191392099,05/19/2019,432 BECKWITH ST SW,101,Atlanta University Center,T,33.75323,-84.40436,
AUTO THEFT,191390802,05/19/2019,2080 BOLTON RD NW,103,Riverside,D,33.81247,-84.47289,
LARCENY-NON VEHICLE,191381702,05/18/2019,343 ARD PL NW,111,Adamsville,H,33.76481,-84.50184,
LARCENY-NON VEHICLE,191381324,05/18/2019,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416,
LARCENY-NON VEHICLE,191380140,05/18/2019,2078 SUMLIN AVE NW,109,Grove Park,J,33.7797,-84.45577,
LARCENY-NON VEHICLE,191381232,05/18/2019,2414 MARIETTA BLVD NW,103,Bolton,D,33.82161,-84.45646,
LARCENY-FROM VEHICLE,191380530,05/18/2019,209 HOLLY RD NW,105,Hunter Hills,K,33.7611,-84.43735,
LARCENY-FROM VEHICLE,191381682,05/18/2019,3590 ADKINS RD NW,114,Fairburn Heights,H,33.77145,-84.50696,
LARCENY-FROM VEHICLE,191381750,05/18/2019,2018 BOLTON RD NW,103,Whittier Mill Village,D,33.81116,-84.47703,
AGG ASSAULT,191382409,05/18/2019,146 VINE ST NW,102,Vine City,L,33.75861,-84.40795,
BURGLARY,191380853,05/18/2019,1885 MARKONE ST NW,107,Grove Park,J,33.77,-84.44878,
BURGLARY,191380614,05/18/2019,1911 BAKER RD NW,107,Grove Park,J,33.77131,-84.44952,
BURGLARY,191381352,05/18/2019,944 MAGNA CARTA DR NW,112,Collier Heights,I,33.77729,-84.47906,
BURGLARY,191381565,05/18/2019,1539 GLENROCK DR NW,113,Lincoln Homes,G,33.7972,-84.47655,
AGG ASSAULT,191381944,05/18/2019,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,
BURGLARY,191380005,05/18/2019,788 PARSONS ST SW,101,Atlanta University Center,T,33.75072,-84.41333,
BURGLARY,191370622,05/17/2019,2324 MARIETTA RD NW,103,Bolton,D,33.81868,-84.4623,
AGG ASSAULT,191371190,05/17/2019,1197 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42678,
LARCENY-FROM VEHICLE,191370734,05/17/2019,1952 GRANDVIEW AVE NW,103,Riverside,D,33.8089,-84.47304,
LARCENY-FROM VEHICLE,191372114,05/17/2019,2770 PEYTON RD NW,103,Riverside,D,33.80661,-84.47899,
LARCENY-FROM VEHICLE,191371780,05/17/2019,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,191371404,05/17/2019,2621 OAKDALE ST NW,103,Riverside,D,33.80892,-84.47361,
LARCENY-FROM VEHICLE,191370254,05/17/2019,899 MARTIN L KING JR DR NW,102,Vine City,L,33.75497,-84.41667,
LARCENY-NON VEHICLE,191372460,05/17/2019,490 CENTER HILL AVE NW,109,Center Hill,J,33.76861,-84.46396,
LARCENY-FROM VEHICLE,191371919,05/17/2019,965 CUNNINGHAM PL SW,104,Harris Chiles,T,33.74333,-84.41968,
LARCENY-FROM VEHICLE,191370632,05/17/2019,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
LARCENY-FROM VEHICLE,191371135,05/17/2019,865 WOOD ST NW,109,Grove Park,J,33.77873,-84.45758,
LARCENY-NON VEHICLE,191371232,05/17/2019,532 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76334,-84.40537,
LARCENY-NON VEHICLE,191372316,05/17/2019,2193 ABNER PL NW,110,Carver Hills,G,33.80215,-84.45936,
LARCENY-NON VEHICLE,191371347,05/17/2019,26 GERTRUDE PL NW,110,Grant Park,W,33.74517,-84.36801,
AUTO THEFT,191362316,05/16/2019,1092 HUFF RD NW,103,Blandtown,D,33.7891,-84.42417,
AUTO THEFT,191361068,05/16/2019,1050 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77289,-84.42183,
LARCENY-FROM VEHICLE,191360642,05/16/2019,1397 JAMES JACKSON PKWY NW,113,Scotts Crossing,G,33.7965,-84.47467,
LARCENY-FROM VEHICLE,191360055,05/16/2019,1583 FERNO DR NW,113,Lincoln Homes,G,33.79768,-84.47855,
LARCENY-FROM VEHICLE,191360219,05/16/2019,958 FOUNDERS DR SW,104,Harris Chiles,T,33.74441,-84.41989,
LARCENY-FROM VEHICLE,191360353,05/16/2019,2728 BROWNTOWN RD NW,113,Lincoln Homes,G,33.80153,-84.47719,
BURGLARY,191360157,05/16/2019,1192 HUFF RD NW,103,Blandtown,D,33.78868,-84.42704,
AGG ASSAULT,191360901,05/16/2019,1800 PENELOPE RD NW,108,Penelope Neighbors,J,33.75374,-84.44621,
AGG ASSAULT,191362307,05/16/2019,1081 FAIR ST SW,104,Ashview Heights,T,33.74807,-84.42414,
ROBBERY,191362418,05/16/2019,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669,
ROBBERY,191350970,05/15/2019,960 N GRAND AVE NW,109,Almond Park,G,33.7809,-84.46144,
AGG ASSAULT,191351694,05/15/2019,884 MARGARET PL NW,110,Grove Park,J,33.77897,-84.44994,
AGG ASSAULT,191342363,05/15/2019,1385 SHARON ST NW,105,Hunter Hills,K,33.75486,-84.43287,
LARCENY-NON VEHICLE,191351263,05/15/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,191350985,05/15/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,191350068,05/15/2019,1739 MARTIN L KING JR DR NW,104,Mozley Park,K,33.75144,-84.44382,
LARCENY-FROM VEHICLE,191350002,05/15/2019,1510 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79625,-84.42787,
LARCENY-FROM VEHICLE,191350801,05/15/2019,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.78993,-84.47643,
LARCENY-FROM VEHICLE,191350895,05/15/2019,980 HOLLYWOOD RD NW,109,Grove Park,J,33.78164,-84.45638,
LARCENY-FROM VEHICLE,191350374,05/15/2019,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45882,
LARCENY-FROM VEHICLE,191350375,05/15/2019,700 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75459,-84.41062,
LARCENY-NON VEHICLE,191351905,05/15/2019,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322,
AUTO THEFT,191351197,05/15/2019,1624 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77205,-84.44128,
AUTO THEFT,191351062,05/15/2019,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421,
AUTO THEFT,191101965,05/15/2019,2025 CLAUDE ST NW,103,Carey Park,G,33.79298,-84.46938,
LARCENY-NON VEHICLE,191340117,05/14/2019,167 SCOTT ST NW,105,Hunter Hills,K,33.75966,-84.43221,
LARCENY-NON VEHICLE,191340538,05/14/2019,43 ALLEN TEMPLE CT NW,111,,I,33.75392,-84.49081,
LARCENY-FROM VEHICLE,191342229,05/14/2019,2331 BOLTON RD NW,103,Bolton,D,33.81909,-84.46179,
LARCENY-FROM VEHICLE,191341608,05/14/2019,1449 MOZLEY PL SW,104,Mozley Park,K,33.75138,-84.43487,
LARCENY-FROM VEHICLE,191340107,05/14/2019,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.80058,-84.42561,
LARCENY-FROM VEHICLE,191340494,05/14/2019,903 HUFF RD NW,103,Blandtown,D,33.78862,-84.41725,
LARCENY-NON VEHICLE,191341723,05/14/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
ROBBERY,191341544,05/14/2019,1315 NORTH AVE NW,106,Bankhead,K,33.76821,-84.43084,
HOMICIDE,191330374,05/13/2019,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076,
ROBBERY,191332033,05/13/2019,22 JOSEPH E LOWERY BLVD NW,102,Washington Park,K,33.75526,-84.41765,
ROBBERY,191331914,05/13/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
AGG ASSAULT,191330042,05/13/2019,1617 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76385,-84.44072,
AGG ASSAULT,191331832,05/13/2019,2479 ABNER TER NW,110,Carver Hills,G,33.80063,-84.46635,
