UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AGG ASSAULT,201521022,05/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944,
AUTO THEFT,201521232,05/31/2020,930 CHARLES ALLEN DR NE,503,Midtown,E,33.78,-84.37315,
AGG ASSAULT,201521316,05/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739,
LARCENY-FROM VEHICLE,201521550,05/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146,
LARCENY-FROM VEHICLE,201520174,05/31/2020,17 BAKER ST NE,509,Downtown,M,33.76215,-84.38675,
AGG ASSAULT,201520430,05/31/2020,101 ANDREW YOUNG INTERNA BLVD NW @AC HOTEL,508,Downtown,M,33.76008,-84.39106,
AUTO THEFT,201520439,05/31/2020,106  CENTENNIAL OLYMPIC P DR SW,507,Castleberry Hill,M,33.75233,-84.39914,
AUTO THEFT,201520565,05/31/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999,
LARCENY-FROM VEHICLE,201520928,05/31/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,
BURGLARY,201520948,05/31/2020,98 FORSYTH ST,508,English Avenue,L,33.7638,-84.40349,
AGG ASSAULT,201521022,05/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944,
AUTO THEFT,201521232,05/31/2020,930 CHARLES ALLEN DR NE,503,Midtown,E,33.78,-84.37315,
AGG ASSAULT,201521316,05/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739,
LARCENY-FROM VEHICLE,201521550,05/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146,
LARCENY-FROM VEHICLE,201520174,05/31/2020,17 BAKER ST NE,509,Downtown,M,33.76215,-84.38675,
AGG ASSAULT,201520430,05/31/2020,101 ANDREW YOUNG INTERNA BLVD NW @AC HOTEL,508,Downtown,M,33.76008,-84.39106,
AUTO THEFT,201520439,05/31/2020,106  CENTENNIAL OLYMPIC P DR SW,507,Castleberry Hill,M,33.75233,-84.39914,
AUTO THEFT,201520565,05/31/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999,
LARCENY-FROM VEHICLE,201520928,05/31/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,
BURGLARY,201520948,05/31/2020,98 FORSYTH ST,508,English Avenue,L,33.7638,-84.40349,
AGG ASSAULT,201521022,05/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944,
AUTO THEFT,201521232,05/31/2020,930 CHARLES ALLEN DR NE,503,Midtown,E,33.78,-84.37315,
AGG ASSAULT,201521316,05/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739,
LARCENY-FROM VEHICLE,201521550,05/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146,
LARCENY-FROM VEHICLE,201520174,05/31/2020,17 BAKER ST NE,509,Downtown,M,33.76215,-84.38675,
AGG ASSAULT,201520430,05/31/2020,101 ANDREW YOUNG INTERNA BLVD NW @AC HOTEL,508,Downtown,M,33.76008,-84.39106,
AUTO THEFT,201520439,05/31/2020,106  CENTENNIAL OLYMPIC P DR SW,507,Castleberry Hill,M,33.75233,-84.39914,
AUTO THEFT,201520565,05/31/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999,
LARCENY-FROM VEHICLE,201520928,05/31/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,
BURGLARY,201520948,05/31/2020,98 FORSYTH ST,508,English Avenue,L,33.7638,-84.40349,
AGG ASSAULT,201521022,05/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944,
AUTO THEFT,201521232,05/31/2020,930 CHARLES ALLEN DR NE,503,Midtown,E,33.78,-84.37315,
AGG ASSAULT,201521316,05/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739,
LARCENY-FROM VEHICLE,201521550,05/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146,
LARCENY-FROM VEHICLE,201520174,05/31/2020,17 BAKER ST NE,509,Downtown,M,33.76215,-84.38675,
AGG ASSAULT,201520430,05/31/2020,101 ANDREW YOUNG INTERNA BLVD NW @AC HOTEL,508,Downtown,M,33.76008,-84.39106,
AUTO THEFT,201520439,05/31/2020,106  CENTENNIAL OLYMPIC P DR SW,507,Castleberry Hill,M,33.75233,-84.39914,
AUTO THEFT,201520565,05/31/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999,
LARCENY-FROM VEHICLE,201520928,05/31/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,
BURGLARY,201520948,05/31/2020,98 FORSYTH ST,508,English Avenue,L,33.7638,-84.40349,
AGG ASSAULT,201521022,05/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944,
AUTO THEFT,201521232,05/31/2020,930 CHARLES ALLEN DR NE,503,Midtown,E,33.78,-84.37315,
AGG ASSAULT,201521316,05/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739,
LARCENY-FROM VEHICLE,201521550,05/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
LARCENY-NON VEHICLE,201511406,05/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944,
LARCENY-NON VEHICLE,201511503,05/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,201512098,05/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
LARCENY-NON VEHICLE,201511406,05/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944,
LARCENY-NON VEHICLE,201511503,05/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,201512098,05/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
LARCENY-NON VEHICLE,201511406,05/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944,
LARCENY-NON VEHICLE,201511503,05/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,201512098,05/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
LARCENY-NON VEHICLE,201511406,05/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944,
LARCENY-NON VEHICLE,201511503,05/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,201512098,05/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
LARCENY-NON VEHICLE,201511406,05/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944,
LARCENY-NON VEHICLE,201511503,05/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,201512098,05/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807,
AGG ASSAULT,201510004,05/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931,
AGG ASSAULT,201510005,05/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504,
AGG ASSAULT,201510011,05/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334,
BURGLARY,201510053,05/30/2020,157 LUCKIE ST NW,508,Downtown,M,33.75913,-84.39141,
BURGLARY,201510104,05/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
BURGLARY,201510169,05/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714,
BURGLARY,201510184,05/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852,
HOMICIDE,201510223,05/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207,
BURGLARY,201510235,05/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077,
BURGLARY,201510382,05/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679,
ROBBERY,201510503,05/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767,
AGG ASSAULT,201510538,05/30/2020,54 PEACHTREE ST SW,511,Downtown,M,33.75286,-84.3912,
BURGLARY,201510651,05/30/2020,171 MITCHELL ST SW,512,Downtown,M,33.75136,-84.39332,
BURGLARY,201510788,05/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996,
BURGLARY,201510843,05/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
BURGLARY,201510925,05/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
BURGLARY,201510946,05/30/2020,250 PARK AVENUE WEST NW,508,Downtown,M,33.76116,-84.39438,
BURGLARY,201510950,05/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942,
BURGLARY,201510993,05/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896,
LARCENY-NON VEHICLE,201511011,05/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168,
BURGLARY,201511057,05/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
AUTO THEFT,201511120,05/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249,
BURGLARY,201511141,05/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
BURGLARY,201511155,05/30/2020,64 PEACHTRTEE STREET,508,Downtown,M,33.7554,-84.3891,
AGG ASSAULT,201511196,05/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426,
LARCENY-FROM VEHICLE,201511274,05/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284,
