UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
AUTO THEFT,201490854,05/28/2020,2739 SEABORN RD NW,112,Collier Heights,I,33.77538,-84.47722,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,201490369,05/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
AUTO THEFT,201490854,05/28/2020,2739 SEABORN RD NW,112,Collier Heights,I,33.77538,-84.47722,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,201490369,05/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
AUTO THEFT,201490854,05/28/2020,2739 SEABORN RD NW,112,Collier Heights,I,33.77538,-84.47722,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,201490369,05/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
AUTO THEFT,201490854,05/28/2020,2739 SEABORN RD NW,112,Collier Heights,I,33.77538,-84.47722,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,201490369,05/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
AUTO THEFT,201490854,05/28/2020,2739 SEABORN RD NW,112,Collier Heights,I,33.77538,-84.47722,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,201490369,05/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504,
BURGLARY,201490497,05/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931,
AGG ASSAULT,201490559,05/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378,
LARCENY-FROM VEHICLE,201491733,05/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,201491768,05/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253,
AUTO THEFT,201492045,05/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
BURGLARY,201471741,05/27/2020,265 HOLLY RD NW,105,Hunter Hills,K,33.7626,-84.43746,
AGG ASSAULT,201480136,05/27/2020,612 COMMERCIAL AVE NW,109,Center Hill,J,33.77192,-84.47152,
AGG ASSAULT,201480415,05/27/2020,600 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74623,-84.40914,
LARCENY-FROM VEHICLE,201480436,05/27/2020,422 TEMPLE ST NW,106,Bankhead,K,33.76605,-84.42214,
LARCENY-FROM VEHICLE,201480493,05/27/2020,2163 ABNER PL NW,110,Carver Hills,G,33.80141,-84.45845,
BURGLARY,201480586,05/27/2020,260 WADLEY ST NW,108,Dixie Hills,J,33.75877,-84.45835,
LARCENY-NON VEHICLE,201480643,05/27/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,201480649,05/27/2020,1143 FOUNTAIN DR SW,104,Just Us,T,33.75182,-84.42495,
LARCENY-NON VEHICLE,201481039,05/27/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395,
AGG ASSAULT,201481120,05/27/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,
LARCENY-FROM VEHICLE,201481143,05/27/2020,1854 MARIETTA BLVD NW,103,Hills Park,D,33.80568,-84.43805,
LARCENY-FROM VEHICLE,201481657,05/27/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779,
BURGLARY,201471741,05/27/2020,265 HOLLY RD NW,105,Hunter Hills,K,33.7626,-84.43746,
AGG ASSAULT,201480136,05/27/2020,612 COMMERCIAL AVE NW,109,Center Hill,J,33.77192,-84.47152,
AGG ASSAULT,201480415,05/27/2020,600 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74623,-84.40914,
LARCENY-FROM VEHICLE,201480436,05/27/2020,422 TEMPLE ST NW,106,Bankhead,K,33.76605,-84.42214,
LARCENY-FROM VEHICLE,201480493,05/27/2020,2163 ABNER PL NW,110,Carver Hills,G,33.80141,-84.45845,
BURGLARY,201480586,05/27/2020,260 WADLEY ST NW,108,Dixie Hills,J,33.75877,-84.45835,
LARCENY-NON VEHICLE,201480643,05/27/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,201480649,05/27/2020,1143 FOUNTAIN DR SW,104,Just Us,T,33.75182,-84.42495,
LARCENY-NON VEHICLE,201481039,05/27/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395,
AGG ASSAULT,201481120,05/27/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,
LARCENY-FROM VEHICLE,201481143,05/27/2020,1854 MARIETTA BLVD NW,103,Hills Park,D,33.80568,-84.43805,
LARCENY-FROM VEHICLE,201481657,05/27/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779,
BURGLARY,201471741,05/27/2020,265 HOLLY RD NW,105,Hunter Hills,K,33.7626,-84.43746,
AGG ASSAULT,201480136,05/27/2020,612 COMMERCIAL AVE NW,109,Center Hill,J,33.77192,-84.47152,
AGG ASSAULT,201480415,05/27/2020,600 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74623,-84.40914,
LARCENY-FROM VEHICLE,201480436,05/27/2020,422 TEMPLE ST NW,106,Bankhead,K,33.76605,-84.42214,
LARCENY-FROM VEHICLE,201480493,05/27/2020,2163 ABNER PL NW,110,Carver Hills,G,33.80141,-84.45845,
BURGLARY,201480586,05/27/2020,260 WADLEY ST NW,108,Dixie Hills,J,33.75877,-84.45835,
LARCENY-NON VEHICLE,201480643,05/27/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,201480649,05/27/2020,1143 FOUNTAIN DR SW,104,Just Us,T,33.75182,-84.42495,
LARCENY-NON VEHICLE,201481039,05/27/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395,
AGG ASSAULT,201481120,05/27/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,
LARCENY-FROM VEHICLE,201481143,05/27/2020,1854 MARIETTA BLVD NW,103,Hills Park,D,33.80568,-84.43805,
